sku_id,category,subcategory,launch_date,unit_cost,list_price
SKU-SMA-185,Small Appliances,Coffee Makers,2023-06-16,4112.58,8466.57
SKU-SMA-186,Small Appliances,Coffee Makers,2022-03-05,5090.88,10913.21
SKU-SMA-187,Small Appliances,Coffee Makers,2022-04-05,3344.5,7140.01
SKU-SMA-188,Small Appliances,Coffee Makers,2022-02-12,3517.03,5342.27
SKU-SMA-189,Small Appliances,Coffee Makers,2023-05-30,2743.09,5779.13
SKU-SMA-190,Small Appliances,Coffee Makers,2023-04-30,586.62,1035.6
SKU-SMA-191,Small Appliances,Toasters,2022-11-09,2891.79,5020.87
SKU-SMA-192,Small Appliances,Toasters,2022-09-27,1886.06,4084.91
SKU-SMA-193,Small Appliances,Toasters,2023-11-13,1737.95,2706.57
SKU-SMA-194,Small Appliances,Toasters,2022-12-09,4569.44,7020.76
SKU-SMA-195,Small Appliances,Toasters,2022-02-03,1578.07,2442.9
SKU-SMA-196,Small Appliances,Toasters,2023-03-24,529.47,805.71
SKU-SMA-197,Small Appliances,Toasters,2023-06-29,1436.36,2175.03
SKU-SMA-198,Small Appliances,Toasters,2023-08-07,1659.71,3039.75
SKU-SMA-199,Small Appliances,Toasters,2023-03-15,3514.63,5808.19
SKU-SMA-200,Small Appliances,Toasters,2022-03-21,4671.32,7555.64
